Id,Interest,abs_path,pix_mean,pix_median,pix_mode
9cbc38be-a069-4f2c-a8e9-4083511b59cd,0.33,D:/unsplash_project/data/images/train/9cbc38be-a069-4f2c-a8e9-4083511b59cd.jpg,0.627451,0.68235296,0.8
502a40ac-5e4f-4ab1-b967-325ddc37e56a,0.35,D:/unsplash_project/data/images/train/502a40ac-5e4f-4ab1-b967-325ddc37e56a.jpg,0.16078432,0.12156863,0.0
ab5eae63-d9c0-43d0-90d6-bef8500d7250,0.57,D:/unsplash_project/data/images/train/ab5eae63-d9c0-43d0-90d6-bef8500d7250.jpg,0.38431373,0.2784314,0.0
9a1cb4ae-7f35-46e9-99fb-2db6476aa075,0.38,D:/unsplash_project/data/images/train/9a1cb4ae-7f35-46e9-99fb-2db6476aa075.jpg,0.09019608,0.07450981,0.003921569
afcee6ae-12ac-4ed9-a71a-eb2385a44737,0.5,D:/unsplash_project/data/images/train/afcee6ae-12ac-4ed9-a71a-eb2385a44737.jpg,0.37254903,0.2627451,1.0
10aa8e0a-6f58-4772-9448-5b2f9d521c1c,0.64,D:/unsplash_project/data/images/train/10aa8e0a-6f58-4772-9448-5b2f9d521c1c.jpg,0.5568628,0.5803922,0.6901961
2d4309f3-a1ef-40fc-a9ec-b6ba4ce2bb9b,0.45,D:/unsplash_project/data/images/train/2d4309f3-a1ef-40fc-a9ec-b6ba4ce2bb9b.jpg,0.29803923,0.23921569,0.1882353
01add905-f6dc-4993-a4ec-81459ec3344f,0.25,D:/unsplash_project/data/images/train/01add905-f6dc-4993-a4ec-81459ec3344f.jpg,0.5294118,0.5254902,0.17254902
0ec21a6e-1453-4dc0-b897-cbe70282bbb7,0.54,D:/unsplash_project/data/images/train/0ec21a6e-1453-4dc0-b897-cbe70282bbb7.jpg,0.25882354,0.23529412,0.0
55bf330e-6bea-4dab-b8bb-e492a46bfe60,0.26,D:/unsplash_project/data/images/train/55bf330e-6bea-4dab-b8bb-e492a46bfe60.jpg,0.32941177,0.31764707,0.27058825
5842d3fb-ebd2-4ebe-bd39-0b60e66f43fc,0.19,D:/unsplash_project/data/images/train/5842d3fb-ebd2-4ebe-bd39-0b60e66f43fc.jpg,0.56078434,0.59607846,0.7411765
e19676f1-2c78-47fa-a0ab-0f27f98e4368,0.27,D:/unsplash_project/data/images/train/e19676f1-2c78-47fa-a0ab-0f27f98e4368.jpg,0.4392157,0.32156864,1.0
02ce1017-0089-4e88-a13b-468612398876,0.55,D:/unsplash_project/data/images/train/02ce1017-0089-4e88-a13b-468612398876.jpg,0.7882353,0.87058824,0.9019608
ec8e8673-0fad-445a-acc9-040e0117de47,0.68,D:/unsplash_project/data/images/train/ec8e8673-0fad-445a-acc9-040e0117de47.jpg,0.54509807,0.6,0.73333335
679d9b7b-5b97-4b64-8476-f7bb9b84261c,0.37,D:/unsplash_project/data/images/train/679d9b7b-5b97-4b64-8476-f7bb9b84261c.jpg,0.5686275,0.54901963,0.92941177
f5d4e2a6-8014-4a1a-b3c7-a7c375a4e697,0.17,D:/unsplash_project/data/images/train/f5d4e2a6-8014-4a1a-b3c7-a7c375a4e697.jpg,0.5372549,0.63529414,0.9411765
78db06d5-f2b4-43b7-90ee-ba9c62df37a3,0.25,D:/unsplash_project/data/images/train/78db06d5-f2b4-43b7-90ee-ba9c62df37a3.jpg,0.87058824,1.0,1.0
5dc9a5a6-8446-4119-9dc1-77b8f5076817,0.4,D:/unsplash_project/data/images/train/5dc9a5a6-8446-4119-9dc1-77b8f5076817.jpg,0.16078432,0.10980392,0.0
c1db2383-9640-4051-97fd-a56b4f6b6488,0.34,D:/unsplash_project/data/images/train/c1db2383-9640-4051-97fd-a56b4f6b6488.jpg,0.08627451,0.07450981,0.003921569
ed0cbb93-fc64-44d9-90b9-f3aff799cd12,0.27,D:/unsplash_project/data/images/train/ed0cbb93-fc64-44d9-90b9-f3aff799cd12.jpg,0.35686275,0.30980393,0.20392157
bd4e37d8-fb11-45b6-a840-ba9bdcdfcd39,0.8,D:/unsplash_project/data/images/train/bd4e37d8-fb11-45b6-a840-ba9bdcdfcd39.jpg,0.40392157,0.43137255,0.003921569
88e64050-badd-438b-bac0-8c90bc518d8e,0.36,D:/unsplash_project/data/images/train/88e64050-badd-438b-bac0-8c90bc518d8e.jpg,0.28235295,0.2627451,0.0
708149d8-f6c9-4dea-a9a7-c30463d2c519,0.37,D:/unsplash_project/data/images/train/708149d8-f6c9-4dea-a9a7-c30463d2c519.jpg,0.5647059,0.62352943,0.0
65d7211f-614e-47a9-a406-e7c33161d8e4,0.27,D:/unsplash_project/data/images/train/65d7211f-614e-47a9-a406-e7c33161d8e4.jpg,0.5254902,0.43137255,0.9647059
be0f2be2-c479-4393-abe5-2b70a7fb0bbb,0.37,D:/unsplash_project/data/images/train/be0f2be2-c479-4393-abe5-2b70a7fb0bbb.jpg,0.25882354,0.16470589,0.078431375
9ff7412c-8f55-4afc-a535-0cb92fe555f8,0.1,D:/unsplash_project/data/images/train/9ff7412c-8f55-4afc-a535-0cb92fe555f8.jpg,0.7411765,0.8392157,0.9019608
0d9a7784-b211-44ee-9b97-4968864bff47,0.38,D:/unsplash_project/data/images/train/0d9a7784-b211-44ee-9b97-4968864bff47.jpg,0.56078434,0.6666667,0.93333334
3f96d905-fa04-427e-bedd-e000921f000c,0.23,D:/unsplash_project/data/images/train/3f96d905-fa04-427e-bedd-e000921f000c.jpg,0.30588236,0.27450982,0.03137255
65e6aada-1d55-4716-88c5-ea023258c472,0.11,D:/unsplash_project/data/images/train/65e6aada-1d55-4716-88c5-ea023258c472.jpg,0.81960785,0.8901961,0.8862745
53111fd3-ec69-4701-a46e-bc88c55b1f30,0.26,D:/unsplash_project/data/images/train/53111fd3-ec69-4701-a46e-bc88c55b1f30.jpg,0.47843137,0.49803922,0.0
5f81557a-ece4-45c1-af90-6f431a9479e7,0.64,D:/unsplash_project/data/images/train/5f81557a-ece4-45c1-af90-6f431a9479e7.jpg,0.41960785,0.30588236,0.11764706
f6712686-0963-4b49-a054-7000f0d0936c,0.63,D:/unsplash_project/data/images/train/f6712686-0963-4b49-a054-7000f0d0936c.jpg,0.5568628,0.53333336,0.972549
e96506f4-c1e4-4564-94dc-ab9574b7b5c3,0.3,D:/unsplash_project/data/images/train/e96506f4-c1e4-4564-94dc-ab9574b7b5c3.jpg,0.63529414,0.9843137,1.0
5bfbb480-44e1-4baf-8724-4e8d2147ca9d,0.16,D:/unsplash_project/data/images/train/5bfbb480-44e1-4baf-8724-4e8d2147ca9d.jpg,0.64705884,0.70980394,0.9647059
5d060d5a-d40f-40d3-8537-e5179970cb12,0.27,D:/unsplash_project/data/images/train/5d060d5a-d40f-40d3-8537-e5179970cb12.jpg,0.47843137,0.4862745,0.5058824
ddac15d0-cdc8-4dc4-a40e-e7b3f8646d6d,0.68,D:/unsplash_project/data/images/train/ddac15d0-cdc8-4dc4-a40e-e7b3f8646d6d.jpg,0.24705882,0.16078432,0.07450981
f2997c70-f218-4b11-a1cc-bfad6615525a,0.67,D:/unsplash_project/data/images/train/f2997c70-f218-4b11-a1cc-bfad6615525a.jpg,0.45490196,0.4509804,0.0
a64f2bc5-bbe6-42f4-bb6e-666a93370349,0.22,D:/unsplash_project/data/images/train/a64f2bc5-bbe6-42f4-bb6e-666a93370349.jpg,0.28235295,0.23921569,0.11764706
9dd6fba4-857d-4fe3-98bd-b5210ec225ea,0.29,D:/unsplash_project/data/images/train/9dd6fba4-857d-4fe3-98bd-b5210ec225ea.jpg,0.31764707,0.26666668,0.05882353
3189966b-08e9-4e18-997c-496a0bb96bf7,0.2,D:/unsplash_project/data/images/train/3189966b-08e9-4e18-997c-496a0bb96bf7.jpg,0.65882355,0.70980394,0.8980392
93e7a8bd-6876-447e-97e5-5787450c1733,0.22,D:/unsplash_project/data/images/train/93e7a8bd-6876-447e-97e5-5787450c1733.jpg,0.5019608,0.50980395,0.105882354
66a9fa09-138f-4610-ba02-6ada4deee9b7,0.26,D:/unsplash_project/data/images/train/66a9fa09-138f-4610-ba02-6ada4deee9b7.jpg,0.81960785,0.92941177,0.92941177
c35c007c-d97a-4cc7-9728-104d44544abf,0.48,D:/unsplash_project/data/images/train/c35c007c-d97a-4cc7-9728-104d44544abf.jpg,0.12156863,0.050980393,0.003921569
f94cb023-00e9-4ca5-9c1f-15259af403a2,0.3,D:/unsplash_project/data/images/train/f94cb023-00e9-4ca5-9c1f-15259af403a2.jpg,0.4627451,0.56078434,0.0
7341d480-e340-4a07-b65c-b2ebcfebd2ad,0.24,D:/unsplash_project/data/images/train/7341d480-e340-4a07-b65c-b2ebcfebd2ad.jpg,0.63529414,0.7019608,0.9098039
1d7fb643-8733-4e42-abc6-5de5f60b10b8,0.38,D:/unsplash_project/data/images/train/1d7fb643-8733-4e42-abc6-5de5f60b10b8.jpg,0.40784314,0.34509805,0.2784314
88e3619c-596e-4880-a520-3bb6df6c9374,0.38,D:/unsplash_project/data/images/train/88e3619c-596e-4880-a520-3bb6df6c9374.jpg,0.49803922,0.5176471,0.69411767
dab828be-f47e-4de2-a006-254c9073c0fd,0.25,D:/unsplash_project/data/images/train/dab828be-f47e-4de2-a006-254c9073c0fd.jpg,0.28627452,0.3019608,0.023529412
f386c4b8-566c-40ab-8644-71fef4e493e2,0.25,D:/unsplash_project/data/images/train/f386c4b8-566c-40ab-8644-71fef4e493e2.jpg,0.20784314,0.1882353,0.07058824
d6d1c770-a5c0-44c5-8e9a-2a99e24d7080,0.38,D:/unsplash_project/data/images/train/d6d1c770-a5c0-44c5-8e9a-2a99e24d7080.jpg,0.21176471,0.1882353,0.0
c945f277-8d41-4288-b19d-e42abbb9f814,0.32,D:/unsplash_project/data/images/train/c945f277-8d41-4288-b19d-e42abbb9f814.jpg,0.10980392,0.09803922,0.09803922
105d6c17-607a-4fc7-b837-899c4e8d5c08,0.22,D:/unsplash_project/data/images/train/105d6c17-607a-4fc7-b837-899c4e8d5c08.jpg,0.27450982,0.24705882,0.0
c0d26cf3-c997-4d12-91a7-81ef5a37e201,0.63,D:/unsplash_project/data/images/train/c0d26cf3-c997-4d12-91a7-81ef5a37e201.jpg,0.14117648,0.10980392,0.105882354
4f5c2810-2c2a-4ffe-a98e-3cc6f276262f,0.28,D:/unsplash_project/data/images/train/4f5c2810-2c2a-4ffe-a98e-3cc6f276262f.jpg,0.3372549,0.20392157,0.0
ad372b5a-3557-4bb7-a8e6-fe8ce3d87af5,0.24,D:/unsplash_project/data/images/train/ad372b5a-3557-4bb7-a8e6-fe8ce3d87af5.jpg,0.5372549,0.5803922,1.0
e237ffab-413d-49ef-9a35-be71feeede0c,0.24,D:/unsplash_project/data/images/train/e237ffab-413d-49ef-9a35-be71feeede0c.jpg,0.3764706,0.37254903,0.03137255
6382f0e9-16f2-489f-bf82-0d1f6b573106,0.38,D:/unsplash_project/data/images/train/6382f0e9-16f2-489f-bf82-0d1f6b573106.jpg,0.1254902,0.11372549,0.105882354
8f295367-2684-4b2a-bd50-91da21f85213,0.31,D:/unsplash_project/data/images/train/8f295367-2684-4b2a-bd50-91da21f85213.jpg,0.08235294,0.003921569,0.0
90dcebc0-d4be-45d1-a81e-c5c7826bb75c,0.28,D:/unsplash_project/data/images/train/90dcebc0-d4be-45d1-a81e-c5c7826bb75c.jpg,0.1254902,0.08627451,0.02745098
a322033d-2acf-48a7-9648-a6328c7eb983,0.12,D:/unsplash_project/data/images/train/a322033d-2acf-48a7-9648-a6328c7eb983.jpg,0.5529412,0.5254902,0.16862746
7680c9eb-f5fc-4090-a31c-df67e2c1c4bd,0.97,D:/unsplash_project/data/images/train/7680c9eb-f5fc-4090-a31c-df67e2c1c4bd.jpg,0.52156866,0.38039216,0.29803923
7c5cfb16-bba0-4eae-8f20-a77ee5318110,0.2,D:/unsplash_project/data/images/train/7c5cfb16-bba0-4eae-8f20-a77ee5318110.jpg,0.6627451,0.84705883,0.9019608
427472d0-7a20-4865-969e-b7dbdb9c2344,0.3,D:/unsplash_project/data/images/train/427472d0-7a20-4865-969e-b7dbdb9c2344.jpg,0.3882353,0.34901962,0.21960784
c0e6d1f1-8eaa-4d59-b894-09624d64df34,0.62,D:/unsplash_project/data/images/train/c0e6d1f1-8eaa-4d59-b894-09624d64df34.jpg,0.6862745,0.7764706,0.87058824
22009168-b252-407a-a5aa-3af9a09ad61c,0.21,D:/unsplash_project/data/images/train/22009168-b252-407a-a5aa-3af9a09ad61c.jpg,0.5411765,0.47058824,1.0
7d6afed2-f6ff-4507-b6f8-87aaaccc6b56,0.28,D:/unsplash_project/data/images/train/7d6afed2-f6ff-4507-b6f8-87aaaccc6b56.jpg,0.19215687,0.08235294,0.007843138
3f52e5c0-8361-4a8d-b242-30733a3870c1,0.34,D:/unsplash_project/data/images/train/3f52e5c0-8361-4a8d-b242-30733a3870c1.jpg,0.26666668,0.21568628,0.0
f23d9d8c-a9e5-4b71-993b-175c4da7a174,0.19,D:/unsplash_project/data/images/train/f23d9d8c-a9e5-4b71-993b-175c4da7a174.jpg,0.29803923,0.25882354,0.05882353
f07bf823-274c-4a8a-ae3a-8d71f3416a60,0.26,D:/unsplash_project/data/images/train/f07bf823-274c-4a8a-ae3a-8d71f3416a60.jpg,0.5176471,0.5686275,0.6392157
09e77b1a-6cad-4dbb-b238-d4ea7f10ed25,0.61,D:/unsplash_project/data/images/train/09e77b1a-6cad-4dbb-b238-d4ea7f10ed25.jpg,0.28627452,0.30980393,0.0
ba1e857b-798e-4e54-9611-e7a3b67723f8,0.36,D:/unsplash_project/data/images/train/ba1e857b-798e-4e54-9611-e7a3b67723f8.jpg,0.34901962,0.43137255,0.0
2f608353-a83f-40d1-a8c3-efae8d581a39,0.2,D:/unsplash_project/data/images/train/2f608353-a83f-40d1-a8c3-efae8d581a39.jpg,0.70980394,0.76862746,0.8
1b7c37ad-3995-4117-b2c4-20f199141219,0.82,D:/unsplash_project/data/images/train/1b7c37ad-3995-4117-b2c4-20f199141219.jpg,0.5647059,0.5921569,0.48235294
9596a0b2-57ef-4257-acfe-f0071c22a51f,0.25,D:/unsplash_project/data/images/train/9596a0b2-57ef-4257-acfe-f0071c22a51f.jpg,0.26666668,0.24705882,0.05490196
655b296b-b83a-4786-80cb-90a2f567c6ff,0.44,D:/unsplash_project/data/images/train/655b296b-b83a-4786-80cb-90a2f567c6ff.jpg,0.12156863,0.05882353,0.0
bc710a49-39ef-4a21-a3ce-787947ee067d,0.23,D:/unsplash_project/data/images/train/bc710a49-39ef-4a21-a3ce-787947ee067d.jpg,0.30588236,0.29411766,0.08627451
9ea83f7f-44fe-403c-b8cd-04bf4e0dc4c0,0.4,D:/unsplash_project/data/images/train/9ea83f7f-44fe-403c-b8cd-04bf4e0dc4c0.jpg,0.5019608,0.53333336,0.11372549
e4884166-dba7-45b7-b2df-9516de8c02ab,0.42,D:/unsplash_project/data/images/train/e4884166-dba7-45b7-b2df-9516de8c02ab.jpg,0.21568628,0.13333334,0.0
7bbcc258-cfe5-4261-9e72-7cadd1ece468,0.44,D:/unsplash_project/data/images/train/7bbcc258-cfe5-4261-9e72-7cadd1ece468.jpg,0.8,0.87058824,0.9607843
a83b26e3-046f-47af-8099-9033b62d0ede,0.33,D:/unsplash_project/data/images/train/a83b26e3-046f-47af-8099-9033b62d0ede.jpg,0.7647059,0.8392157,0.91764706
10742fad-55e0-4aca-8bb8-7856b74db719,0.15,D:/unsplash_project/data/images/train/10742fad-55e0-4aca-8bb8-7856b74db719.jpg,0.40784314,0.34117648,0.19607843
664499a9-f30d-4b55-ac05-656bfb8bdab1,0.78,D:/unsplash_project/data/images/train/664499a9-f30d-4b55-ac05-656bfb8bdab1.jpg,0.40392157,0.29411766,1.0
93783fbc-05d0-4ba4-9396-4d4cdd7b8067,0.18,D:/unsplash_project/data/images/train/93783fbc-05d0-4ba4-9396-4d4cdd7b8067.jpg,0.2,0.1764706,0.16078432
3edd919e-4636-40bd-bcad-168161100c2c,0.38,D:/unsplash_project/data/images/train/3edd919e-4636-40bd-bcad-168161100c2c.jpg,0.36078432,0.25490198,0.14901961
122eb687-86bb-4da0-bd64-95066af2f163,0.18,D:/unsplash_project/data/images/train/122eb687-86bb-4da0-bd64-95066af2f163.jpg,0.4745098,0.4627451,0.16862746
d973afda-7662-412a-b84d-c55a395d1483,0.62,D:/unsplash_project/data/images/train/d973afda-7662-412a-b84d-c55a395d1483.jpg,0.30980393,0.25490198,0.14509805
54f1b322-8a44-4172-b1bb-a0aa3d1f6c69,0.22,D:/unsplash_project/data/images/train/54f1b322-8a44-4172-b1bb-a0aa3d1f6c69.jpg,0.33333334,0.21176471,0.11764706
868b9a3c-d984-42ab-a65c-907c6be95388,0.28,D:/unsplash_project/data/images/train/868b9a3c-d984-42ab-a65c-907c6be95388.jpg,0.44705883,0.38431373,0.0
0bdb3d81-2251-47be-b302-5ddd984ad148,0.22,D:/unsplash_project/data/images/train/0bdb3d81-2251-47be-b302-5ddd984ad148.jpg,0.16470589,0.10980392,0.101960786
01c6d54e-44fb-4919-b572-b09a05a9ae09,0.21,D:/unsplash_project/data/images/train/01c6d54e-44fb-4919-b572-b09a05a9ae09.jpg,0.14117648,0.11372549,0.08235294
0ab66393-397b-4b5b-9b90-c6cb6aecdd51,0.32,D:/unsplash_project/data/images/train/0ab66393-397b-4b5b-9b90-c6cb6aecdd51.jpg,0.24705882,0.21568628,0.19215687
94b61a68-e714-4a09-b402-a5a9bf99acaa,0.62,D:/unsplash_project/data/images/train/94b61a68-e714-4a09-b402-a5a9bf99acaa.jpg,0.16470589,0.15686275,0.1764706
56109257-7668-4f18-ada9-385d25ecaaa0,0.29,D:/unsplash_project/data/images/train/56109257-7668-4f18-ada9-385d25ecaaa0.jpg,0.42745098,0.4,0.0
9dc225e6-5795-4b51-b093-41ce526d7959,0.31,D:/unsplash_project/data/images/train/9dc225e6-5795-4b51-b093-41ce526d7959.jpg,0.5019608,0.49019608,0.19607843
3c39a852-799f-45c7-b189-3ced890941a7,0.26,D:/unsplash_project/data/images/train/3c39a852-799f-45c7-b189-3ced890941a7.jpg,0.7019608,0.7529412,0.8980392
7851d16d-5d63-42af-a930-ef5575537b5f,0.55,D:/unsplash_project/data/images/train/7851d16d-5d63-42af-a930-ef5575537b5f.jpg,0.14509805,0.050980393,0.003921569
3d90e357-15b6-47ec-92b2-3ee6b4480768,0.68,D:/unsplash_project/data/images/train/3d90e357-15b6-47ec-92b2-3ee6b4480768.jpg,0.015686275,0.0,0.0
34344447-26ee-4560-a222-2df820c2cef8,0.24,D:/unsplash_project/data/images/train/34344447-26ee-4560-a222-2df820c2cef8.jpg,0.7411765,0.7764706,0.93333334
7c88de55-23ed-4028-bc30-4464e4f58444,0.53,D:/unsplash_project/data/images/train/7c88de55-23ed-4028-bc30-4464e4f58444.jpg,0.8039216,0.87058824,0.8862745
144b4976-d698-4206-a9d0-b6f683f4ba9e,0.2,D:/unsplash_project/data/images/train/144b4976-d698-4206-a9d0-b6f683f4ba9e.jpg,0.28235295,0.2,0.05882353
c4927da9-6851-4b3b-ba12-e4273a8c9848,0.18,D:/unsplash_project/data/images/train/c4927da9-6851-4b3b-ba12-e4273a8c9848.jpg,0.53333336,0.5176471,0.91764706
94868ac7-0a5b-4853-9603-7c0c8b842122,0.24,D:/unsplash_project/data/images/train/94868ac7-0a5b-4853-9603-7c0c8b842122.jpg,0.54509807,0.60784316,0.7058824
6e9f26fd-de84-443f-82c0-a8487e68c701,0.25,D:/unsplash_project/data/images/train/6e9f26fd-de84-443f-82c0-a8487e68c701.jpg,0.4745098,0.49019608,0.75686276
5fb8c86d-e7d5-4d25-9fae-ebde41b41268,0.28,D:/unsplash_project/data/images/train/5fb8c86d-e7d5-4d25-9fae-ebde41b41268.jpg,0.23921569,0.19215687,0.0
fdc16657-808b-4cfa-b29c-58c5d6683ea2,0.24,D:/unsplash_project/data/images/train/fdc16657-808b-4cfa-b29c-58c5d6683ea2.jpg,0.32941177,0.2627451,0.07058824
a6a07a96-86fa-4950-8297-a31055189387,0.26,D:/unsplash_project/data/images/train/a6a07a96-86fa-4950-8297-a31055189387.jpg,0.53333336,0.62352943,0.7647059
8466aeba-c586-4ea6-a28a-457b4cd0b7b1,0.08,D:/unsplash_project/data/images/train/8466aeba-c586-4ea6-a28a-457b4cd0b7b1.jpg,0.1764706,0.13333334,0.11764706
dcb4d3c7-7a8d-4de6-81e3-35bc46622287,0.24,D:/unsplash_project/data/images/train/dcb4d3c7-7a8d-4de6-81e3-35bc46622287.jpg,0.6431373,0.90588236,0.95686275
cec99275-cd09-4530-9124-5ae721b2ec10,0.33,D:/unsplash_project/data/images/train/cec99275-cd09-4530-9124-5ae721b2ec10.jpg,0.7058824,0.74509805,0.79607844
6a93e6ca-116f-4a69-ad54-3326d0d0926f,0.29,D:/unsplash_project/data/images/train/6a93e6ca-116f-4a69-ad54-3326d0d0926f.jpg,0.5019608,0.52156866,0.84313726
72f59226-1d4f-4a82-b9a6-1e58addb3727,0.34,D:/unsplash_project/data/images/train/72f59226-1d4f-4a82-b9a6-1e58addb3727.jpg,0.37254903,0.35686275,0.05490196
73bf5a86-1187-4624-a9d2-1bc6211412fa,0.35,D:/unsplash_project/data/images/train/73bf5a86-1187-4624-a9d2-1bc6211412fa.jpg,0.74509805,0.74509805,0.9607843
6029ac39-0a61-4944-8e53-23e85e137aec,0.38,D:/unsplash_project/data/images/train/6029ac39-0a61-4944-8e53-23e85e137aec.jpg,0.38039216,0.2901961,0.1882353
65d74879-18cc-4dab-9581-698265b618d3,0.26,D:/unsplash_project/data/images/train/65d74879-18cc-4dab-9581-698265b618d3.jpg,0.22352941,0.21960784,0.050980393
c70bb1a0-e5e9-4244-9e97-0b1a9c69a54d,0.34,D:/unsplash_project/data/images/train/c70bb1a0-e5e9-4244-9e97-0b1a9c69a54d.jpg,0.3764706,0.27058825,0.85490197
93ecbb67-e4e9-4a6f-9742-ddba45aac300,0.43,D:/unsplash_project/data/images/train/93ecbb67-e4e9-4a6f-9742-ddba45aac300.jpg,0.7529412,0.8117647,1.0
6a5cf913-bf30-43b6-a604-688d54942da3,0.38,D:/unsplash_project/data/images/train/6a5cf913-bf30-43b6-a604-688d54942da3.jpg,0.5764706,0.5882353,0.8862745
b5478366-f957-409c-aed1-e4f068117971,0.68,D:/unsplash_project/data/images/train/b5478366-f957-409c-aed1-e4f068117971.jpg,0.16078432,0.14509805,0.1254902
8f6f2578-fadb-4234-877d-f72ff8c4546e,0.38,D:/unsplash_project/data/images/train/8f6f2578-fadb-4234-877d-f72ff8c4546e.jpg,0.16078432,0.09411765,0.0
55ca1883-7adb-4daa-bb96-15978898ea07,0.74,D:/unsplash_project/data/images/train/55ca1883-7adb-4daa-bb96-15978898ea07.jpg,0.49803922,0.4745098,0.41960785
691290c8-ef9b-46e9-9b27-76b2b4030565,0.28,D:/unsplash_project/data/images/train/691290c8-ef9b-46e9-9b27-76b2b4030565.jpg,0.27450982,0.10980392,0.07058824
737897e2-6072-4047-96f3-b65e33475658,0.35,D:/unsplash_project/data/images/train/737897e2-6072-4047-96f3-b65e33475658.jpg,0.48235294,0.45490196,0.24705882
5f1ca344-6892-4ecc-99e2-0ec6e724ae83,0.22,D:/unsplash_project/data/images/train/5f1ca344-6892-4ecc-99e2-0ec6e724ae83.jpg,0.34901962,0.28627452,0.16078432
cc844609-663e-4784-8ab9-72b3917595d4,0.63,D:/unsplash_project/data/images/train/cc844609-663e-4784-8ab9-72b3917595d4.jpg,0.28235295,0.22745098,0.05882353
e6056237-902a-4615-9b90-52425438c5b3,0.31,D:/unsplash_project/data/images/train/e6056237-902a-4615-9b90-52425438c5b3.jpg,0.42745098,0.3882353,0.0
5c302196-6b16-4de2-8c2b-ac919aaaa3cf,0.34,D:/unsplash_project/data/images/train/5c302196-6b16-4de2-8c2b-ac919aaaa3cf.jpg,0.38431373,0.21960784,0.19215687
381737fc-69dd-43c7-8040-fb038915c9c3,0.28,D:/unsplash_project/data/images/train/381737fc-69dd-43c7-8040-fb038915c9c3.jpg,0.09803922,0.06666667,0.007843138
4ecd25e1-ebe9-4d3e-9889-1513c259eda2,0.23,D:/unsplash_project/data/images/train/4ecd25e1-ebe9-4d3e-9889-1513c259eda2.jpg,0.49411765,0.6784314,0.78431374
d9efff92-c14a-4d89-829c-4553f4fb093a,0.77,D:/unsplash_project/data/images/train/d9efff92-c14a-4d89-829c-4553f4fb093a.jpg,0.4117647,0.38431373,0.2627451
5b58e438-016c-41c0-9b77-5411832d9c0b,0.3,D:/unsplash_project/data/images/train/5b58e438-016c-41c0-9b77-5411832d9c0b.jpg,0.52156866,0.5254902,0.9882353
02b4b959-6490-49aa-9699-8bbacbcc2909,0.22,D:/unsplash_project/data/images/train/02b4b959-6490-49aa-9699-8bbacbcc2909.jpg,0.54509807,0.6392157,0.69411767
0d4aeb21-fdc4-4acd-a8f8-b8b49e9ab30b,0.44,D:/unsplash_project/data/images/train/0d4aeb21-fdc4-4acd-a8f8-b8b49e9ab30b.jpg,0.5568628,0.6431373,0.0
0fbb6ff5-26bd-43da-8988-c4dbb1451814,0.41,D:/unsplash_project/data/images/train/0fbb6ff5-26bd-43da-8988-c4dbb1451814.jpg,0.37254903,0.33333334,1.0
